Flight_No,Airline,Destination,Via,Departure_Time,Terminal_Gate,Expected_Pax
OZ602,Asiana Airlines,Seoul,Direct,2024-03-08 09:47:00,T1-15,313
JL771,Japan Airlines,Tokyo,Direct,2024-03-08 10:03:00,T1-32,195
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-08 10:31:00,T1-39,176
KE601,Korean Air,Seoul,Direct,2024-03-08 11:29:00,T1-04,294
QF7,Qantas,Los Angeles,Direct,2024-03-08 11:50:00,T1-23,279
CX103,Cathay Pacific,Hong Kong,Direct,2024-03-08 15:43:00,T1-38,223
QF1,Qantas,Singapore,Direct,2024-03-08 16:33:00,T1-33,309
QR007,Qatar Airways,Doha,Direct,2024-03-08 20:46:00,T1-13,235
EK413,Emirates,Dubai,Direct,2024-03-08 21:12:00,T1-37,322
GA715,Garuda Indonesia,Bali,Direct,2024-03-09 07:30:00,T1-21,392
TR13,Scoot,Singapore,Direct,2024-03-09 07:43:00,T1-52,358
SQ211,Singapore Airlines,Singapore,Direct,2024-03-09 08:05:00,T1-32,280
TG476,Thai Airways,Bangkok,Direct,2024-03-09 08:56:00,T1-35,293
PR211,Philippine Airlines,Manila,Direct,2024-03-09 09:29:00,T1-13,387
OZ602,Asiana Airlines,Seoul,Direct,2024-03-09 09:40:00,T1-42,339
JL771,Japan Airlines,Tokyo,Direct,2024-03-09 10:02:00,T1-16,329
CA781,Air China,Beijing,Direct,2024-03-09 10:03:00,T1-12,235
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-09 10:25:00,T1-25,294
NH880,ANA,Tokyo,Direct,2024-03-09 11:10:00,T1-06,288
KE601,Korean Air,Seoul,Direct,2024-03-09 11:35:00,T1-54,284
QF7,Qantas,Los Angeles,Direct,2024-03-09 11:58:00,T1-05,171
SQ213,Singapore Airlines,Singapore,Direct,2024-03-09 13:27:00,T1-26,176
QF1,Qantas,Singapore,Direct,2024-03-09 16:28:00,T1-08,388
UA839,United Airlines,Los Angeles,Direct,2024-03-09 20:56:00,T1-52,344
EK413,Emirates,Dubai,Direct,2024-03-09 21:14:00,T1-27,309
GA715,Garuda Indonesia,Bali,Direct,2024-03-10 07:27:00,T1-48,321
SQ211,Singapore Airlines,Singapore,Direct,2024-03-10 07:59:00,T1-31,191
5J32,Cebu Pacific,Manila,Direct,2024-03-10 08:01:00,T1-35,267
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-10 08:42:00,T1-17,348
TG476,Thai Airways,Bangkok,Direct,2024-03-10 09:03:00,T1-38,369
MU502,China Eastern,Shanghai,Direct,2024-03-10 09:17:00,T1-50,355
PR211,Philippine Airlines,Manila,Direct,2024-03-10 09:29:00,T1-25,270
JL771,Japan Airlines,Tokyo,Direct,2024-03-10 10:00:00,T1-06,202
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-10 10:27:00,T1-07,300
NH880,ANA,Tokyo,Direct,2024-03-10 11:11:00,T1-23,314
KE601,Korean Air,Seoul,Direct,2024-03-10 11:26:00,T1-22,260
QF7,Qantas,Los Angeles,Direct,2024-03-10 11:54:00,T1-04,151
SQ213,Singapore Airlines,Singapore,Direct,2024-03-10 13:27:00,T1-49,317
CX103,Cathay Pacific,Hong Kong,Direct,2024-03-10 15:43:00,T1-07,283
QF1,Qantas,Singapore,Direct,2024-03-10 16:35:00,T1-38,321
QR007,Qatar Airways,Doha,Direct,2024-03-10 20:42:00,T1-48,323
UA839,United Airlines,Los Angeles,Direct,2024-03-10 21:02:00,T1-54,258
EK413,Emirates,Dubai,Direct,2024-03-10 21:10:00,T1-25,400
GA715,Garuda Indonesia,Bali,Direct,2024-03-11 07:34:00,T1-53,207
SQ211,Singapore Airlines,Singapore,Direct,2024-03-11 08:00:00,T1-47,392
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-11 08:47:00,T1-33,275
TG476,Thai Airways,Bangkok,Direct,2024-03-11 08:57:00,T1-03,213
MU502,China Eastern,Shanghai,Direct,2024-03-11 09:14:00,T1-06,263
PR211,Philippine Airlines,Manila,Direct,2024-03-11 09:29:00,T1-03,276
OZ602,Asiana Airlines,Seoul,Direct,2024-03-11 09:49:00,T1-21,297
JL771,Japan Airlines,Tokyo,Direct,2024-03-11 10:05:00,T1-04,233
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-11 10:32:00,T1-15,346
KE601,Korean Air,Seoul,Direct,2024-03-11 11:26:00,T1-33,292
QF7,Qantas,Los Angeles,Direct,2024-03-11 11:59:00,T1-02,230
SQ213,Singapore Airlines,Singapore,Direct,2024-03-11 13:33:00,T1-38,209
CX103,Cathay Pacific,Hong Kong,Direct,2024-03-11 15:48:00,T1-52,352
QF1,Qantas,Singapore,Direct,2024-03-11 16:28:00,T1-20,159
QR007,Qatar Airways,Doha,Direct,2024-03-11 20:48:00,T1-04,368
EK413,Emirates,Dubai,Direct,2024-03-11 21:12:00,T1-09,335
GA715,Garuda Indonesia,Bali,Direct,2024-03-12 07:32:00,T1-11,198
TR13,Scoot,Singapore,Direct,2024-03-12 07:45:00,T1-40,200
5J32,Cebu Pacific,Manila,Direct,2024-03-12 07:57:00,T1-02,169
SQ211,Singapore Airlines,Singapore,Direct,2024-03-12 07:57:00,T1-49,259
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-12 08:41:00,T1-22,243
MU502,China Eastern,Shanghai,Direct,2024-03-12 09:19:00,T1-25,298
JL771,Japan Airlines,Tokyo,Direct,2024-03-12 09:56:00,T1-37,176
CA781,Air China,Beijing,Direct,2024-03-12 10:01:00,T1-17,349
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-12 10:26:00,T1-15,368
NH880,ANA,Tokyo,Direct,2024-03-12 11:10:00,T1-06,167
KE601,Korean Air,Seoul,Direct,2024-03-12 11:25:00,T1-04,277
QF7,Qantas,Los Angeles,Direct,2024-03-12 11:51:00,T1-41,368
QF1,Qantas,Singapore,Direct,2024-03-12 16:32:00,T1-10,300
UA839,United Airlines,Los Angeles,Direct,2024-03-12 21:01:00,T1-09,250
EK413,Emirates,Dubai,Direct,2024-03-12 21:15:00,T1-11,330
GA715,Garuda Indonesia,Bali,Direct,2024-03-13 07:26:00,T1-51,155
SQ211,Singapore Airlines,Singapore,Direct,2024-03-13 08:04:00,T1-05,308
TG476,Thai Airways,Bangkok,Direct,2024-03-13 09:03:00,T1-41,332
PR211,Philippine Airlines,Manila,Direct,2024-03-13 09:26:00,T1-49,390
OZ602,Asiana Airlines,Seoul,Direct,2024-03-13 09:44:00,T1-46,150
JL771,Japan Airlines,Tokyo,Direct,2024-03-13 09:56:00,T1-26,370
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-13 10:27:00,T1-53,234
KE601,Korean Air,Seoul,Direct,2024-03-13 11:25:00,T1-37,205
QF7,Qantas,Los Angeles,Direct,2024-03-13 11:57:00,T1-30,194
SQ213,Singapore Airlines,Singapore,Direct,2024-03-13 13:31:00,T1-50,348
CX103,Cathay Pacific,Hong Kong,Direct,2024-03-13 15:40:00,T1-25,283
QF1,Qantas,Singapore,Direct,2024-03-13 16:29:00,T1-24,177
QR007,Qatar Airways,Doha,Direct,2024-03-13 20:41:00,T1-21,335
EK413,Emirates,Dubai,Direct,2024-03-13 21:08:00,T1-41,318
GA715,Garuda Indonesia,Bali,Direct,2024-03-14 07:27:00,T1-01,313
TR13,Scoot,Singapore,Direct,2024-03-14 07:46:00,T1-07,328
SQ211,Singapore Airlines,Singapore,Direct,2024-03-14 07:59:00,T1-49,244
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-14 08:49:00,T1-27,197
TG476,Thai Airways,Bangkok,Direct,2024-03-14 08:59:00,T1-42,203
MU502,China Eastern,Shanghai,Direct,2024-03-14 09:13:00,T1-45,223
JL771,Japan Airlines,Tokyo,Direct,2024-03-14 10:00:00,T1-43,167
CA781,Air China,Beijing,Direct,2024-03-14 10:00:00,T1-41,214
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-14 10:33:00,T1-39,234
NH880,ANA,Tokyo,Direct,2024-03-14 11:10:00,T1-36,210
KE601,Korean Air,Seoul,Direct,2024-03-14 11:34:00,T1-38,156
QF7,Qantas,Los Angeles,Direct,2024-03-14 11:56:00,T1-37,344
SQ213,Singapore Airlines,Singapore,Direct,2024-03-14 13:34:00,T1-49,152
QF1,Qantas,Singapore,Direct,2024-03-14 16:34:00,T1-39,265
UA839,United Airlines,Los Angeles,Direct,2024-03-14 21:00:00,T1-54,260
EK413,Emirates,Dubai,Direct,2024-03-14 21:14:00,T1-03,306
GA715,Garuda Indonesia,Bali,Direct,2024-03-15 07:28:00,T1-49,386
5J32,Cebu Pacific,Manila,Direct,2024-03-15 08:03:00,T1-55,160
SQ211,Singapore Airlines,Singapore,Direct,2024-03-15 08:05:00,T1-29,343
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-15 08:40:00,T1-21,366
MU502,China Eastern,Shanghai,Direct,2024-03-15 09:13:00,T1-54,347
PR211,Philippine Airlines,Manila,Direct,2024-03-15 09:31:00,T1-14,186
OZ602,Asiana Airlines,Seoul,Direct,2024-03-15 09:50:00,T1-05,191
JL771,Japan Airlines,Tokyo,Direct,2024-03-15 10:00:00,T1-33,191
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-15 10:27:00,T1-36,276
KE601,Korean Air,Seoul,Direct,2024-03-15 11:33:00,T1-42,284
QF7,Qantas,Los Angeles,Direct,2024-03-15 11:50:00,T1-16,227
CX103,Cathay Pacific,Hong Kong,Direct,2024-03-15 15:44:00,T1-07,244
QF1,Qantas,Singapore,Direct,2024-03-15 16:25:00,T1-18,207
QR007,Qatar Airways,Doha,Direct,2024-03-15 20:47:00,T1-28,352
EK413,Emirates,Dubai,Direct,2024-03-15 21:05:00,T1-26,369
GA715,Garuda Indonesia,Bali,Direct,2024-03-16 07:31:00,T1-22,304
TR13,Scoot,Singapore,Direct,2024-03-16 07:48:00,T1-24,362
SQ211,Singapore Airlines,Singapore,Direct,2024-03-16 08:00:00,T1-01,177
TG476,Thai Airways,Bangkok,Direct,2024-03-16 08:57:00,T1-15,189
PR211,Philippine Airlines,Manila,Direct,2024-03-16 09:30:00,T1-27,156
OZ602,Asiana Airlines,Seoul,Direct,2024-03-16 09:48:00,T1-23,294
JL771,Japan Airlines,Tokyo,Direct,2024-03-16 09:58:00,T1-35,370
CA781,Air China,Beijing,Direct,2024-03-16 10:01:00,T1-30,291
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-16 10:31:00,T1-49,186
NH880,ANA,Tokyo,Direct,2024-03-16 11:17:00,T1-29,384
KE601,Korean Air,Seoul,Direct,2024-03-16 11:31:00,T1-04,170
QF7,Qantas,Los Angeles,Direct,2024-03-16 11:57:00,T1-29,398
SQ213,Singapore Airlines,Singapore,Direct,2024-03-16 13:30:00,T1-40,331
QF1,Qantas,Singapore,Direct,2024-03-16 16:28:00,T1-04,338
UA839,United Airlines,Los Angeles,Direct,2024-03-16 20:55:00,T1-53,378
EK413,Emirates,Dubai,Direct,2024-03-16 21:07:00,T1-16,389
GA715,Garuda Indonesia,Bali,Direct,2024-03-17 07:29:00,T1-14,199
SQ211,Singapore Airlines,Singapore,Direct,2024-03-17 07:56:00,T1-06,231
5J32,Cebu Pacific,Manila,Direct,2024-03-17 07:59:00,T1-51,216
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-17 08:44:00,T1-10,303
TG476,Thai Airways,Bangkok,Direct,2024-03-17 09:03:00,T1-35,318
MU502,China Eastern,Shanghai,Direct,2024-03-17 09:19:00,T1-37,338
PR211,Philippine Airlines,Manila,Direct,2024-03-17 09:31:00,T1-12,356
JL771,Japan Airlines,Tokyo,Direct,2024-03-17 10:02:00,T1-46,316
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-17 10:29:00,T1-17,165
NH880,ANA,Tokyo,Direct,2024-03-17 11:16:00,T1-14,187
KE601,Korean Air,Seoul,Direct,2024-03-17 11:27:00,T1-13,186
QF7,Qantas,Los Angeles,Direct,2024-03-17 12:00:00,T1-27,199
SQ213,Singapore Airlines,Singapore,Direct,2024-03-17 13:33:00,T1-36,284
CX103,Cathay Pacific,Hong Kong,Direct,2024-03-17 15:47:00,T1-55,314
QF1,Qantas,Singapore,Direct,2024-03-17 16:25:00,T1-48,352
QR007,Qatar Airways,Doha,Direct,2024-03-17 20:44:00,T1-04,298
UA839,United Airlines,Los Angeles,Direct,2024-03-17 20:56:00,T1-09,185
EK413,Emirates,Dubai,Direct,2024-03-17 21:12:00,T1-13,355
GA715,Garuda Indonesia,Bali,Direct,2024-03-18 07:30:00,T1-54,258
SQ211,Singapore Airlines,Singapore,Direct,2024-03-18 08:00:00,T1-45,273
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-18 08:43:00,T1-14,357
TG476,Thai Airways,Bangkok,Direct,2024-03-18 09:00:00,T1-32,300
MU502,China Eastern,Shanghai,Direct,2024-03-18 09:13:00,T1-10,266
PR211,Philippine Airlines,Manila,Direct,2024-03-18 09:30:00,T1-08,347
OZ602,Asiana Airlines,Seoul,Direct,2024-03-18 09:46:00,T1-32,326
JL771,Japan Airlines,Tokyo,Direct,2024-03-18 09:58:00,T1-42,389
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-18 10:34:00,T1-31,240
KE601,Korean Air,Seoul,Direct,2024-03-18 11:33:00,T1-01,273
QF7,Qantas,Los Angeles,Direct,2024-03-18 11:53:00,T1-35,253
SQ213,Singapore Airlines,Singapore,Direct,2024-03-18 13:29:00,T1-24,259
CX103,Cathay Pacific,Hong Kong,Direct,2024-03-18 15:49:00,T1-45,285
QF1,Qantas,Singapore,Direct,2024-03-18 16:30:00,T1-02,270
QR007,Qatar Airways,Doha,Direct,2024-03-18 20:49:00,T1-36,269
EK413,Emirates,Dubai,Direct,2024-03-18 21:13:00,T1-38,154
GA715,Garuda Indonesia,Bali,Direct,2024-03-19 07:35:00,T1-50,327
TR13,Scoot,Singapore,Direct,2024-03-19 07:46:00,T1-18,269
5J32,Cebu Pacific,Manila,Direct,2024-03-19 07:56:00,T1-07,305
SQ211,Singapore Airlines,Singapore,Direct,2024-03-19 07:58:00,T1-33,356
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-19 08:48:00,T1-10,307
MU502,China Eastern,Shanghai,Direct,2024-03-19 09:16:00,T1-12,229
JL771,Japan Airlines,Tokyo,Direct,2024-03-19 09:57:00,T1-24,357
CA781,Air China,Beijing,Direct,2024-03-19 09:57:00,T1-44,342
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-19 10:33:00,T1-40,259
NH880,ANA,Tokyo,Direct,2024-03-19 11:10:00,T1-44,328
KE601,Korean Air,Seoul,Direct,2024-03-19 11:28:00,T1-15,279
QF7,Qantas,Los Angeles,Direct,2024-03-19 11:59:00,T1-28,343
QF1,Qantas,Singapore,Direct,2024-03-19 16:32:00,T1-05,396
UA839,United Airlines,Los Angeles,Direct,2024-03-19 21:02:00,T1-08,311
EK413,Emirates,Dubai,Direct,2024-03-19 21:06:00,T1-24,228
GA715,Garuda Indonesia,Bali,Direct,2024-03-20 07:29:00,T1-33,175
SQ211,Singapore Airlines,Singapore,Direct,2024-03-20 07:56:00,T1-52,200
TG476,Thai Airways,Bangkok,Direct,2024-03-20 08:58:00,T1-04,232
PR211,Philippine Airlines,Manila,Direct,2024-03-20 09:31:00,T1-13,297
OZ602,Asiana Airlines,Seoul,Direct,2024-03-20 09:49:00,T1-06,180
JL771,Japan Airlines,Tokyo,Direct,2024-03-20 09:58:00,T1-24,344
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-20 10:34:00,T1-29,326
KE601,Korean Air,Seoul,Direct,2024-03-20 11:25:00,T1-39,242
QF7,Qantas,Los Angeles,Direct,2024-03-20 11:56:00,T1-23,176
SQ213,Singapore Airlines,Singapore,Direct,2024-03-20 13:33:00,T1-40,272
CX103,Cathay Pacific,Hong Kong,Direct,2024-03-20 15:40:00,T1-02,355
QF1,Qantas,Singapore,Direct,2024-03-20 16:31:00,T1-37,281
QR007,Qatar Airways,Doha,Direct,2024-03-20 20:42:00,T1-32,352
EK413,Emirates,Dubai,Direct,2024-03-20 21:09:00,T1-30,390
GA715,Garuda Indonesia,Bali,Direct,2024-03-21 07:33:00,T1-41,281
TR13,Scoot,Singapore,Direct,2024-03-21 07:49:00,T1-50,343
SQ211,Singapore Airlines,Singapore,Direct,2024-03-21 07:55:00,T1-25,273
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-21 08:48:00,T1-28,269
TG476,Thai Airways,Bangkok,Direct,2024-03-21 08:57:00,T1-29,166
MU502,China Eastern,Shanghai,Direct,2024-03-21 09:12:00,T1-23,172
CA781,Air China,Beijing,Direct,2024-03-21 10:00:00,T1-09,353
JL771,Japan Airlines,Tokyo,Direct,2024-03-21 10:05:00,T1-48,210
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-21 10:29:00,T1-21,316
NH880,ANA,Tokyo,Direct,2024-03-21 11:19:00,T1-43,336
KE601,Korean Air,Seoul,Direct,2024-03-21 11:29:00,T1-44,245
QF7,Qantas,Los Angeles,Direct,2024-03-21 11:54:00,T1-38,219
SQ213,Singapore Airlines,Singapore,Direct,2024-03-21 13:27:00,T1-43,158
QF1,Qantas,Singapore,Direct,2024-03-21 16:32:00,T1-40,168
UA839,United Airlines,Los Angeles,Direct,2024-03-21 21:03:00,T1-06,196
EK413,Emirates,Dubai,Direct,2024-03-21 21:14:00,T1-22,242
GA715,Garuda Indonesia,Bali,Direct,2024-03-22 07:30:00,T1-15,247
5J32,Cebu Pacific,Manila,Direct,2024-03-22 07:55:00,T1-48,222
SQ211,Singapore Airlines,Singapore,Direct,2024-03-22 08:00:00,T1-17,159
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-22 08:41:00,T1-26,351
MU502,China Eastern,Shanghai,Direct,2024-03-22 09:17:00,T1-05,232
PR211,Philippine Airlines,Manila,Direct,2024-03-22 09:31:00,T1-17,325
OZ602,Asiana Airlines,Seoul,Direct,2024-03-22 09:49:00,T1-45,170
JL771,Japan Airlines,Tokyo,Direct,2024-03-22 09:58:00,T1-27,200
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-22 10:34:00,T1-54,323
KE601,Korean Air,Seoul,Direct,2024-03-22 11:33:00,T1-18,241
QF7,Qantas,Los Angeles,Direct,2024-03-22 11:51:00,T1-55,397
CX103,Cathay Pacific,Hong Kong,Direct,2024-03-22 15:43:00,T1-44,323
QF1,Qantas,Singapore,Direct,2024-03-22 16:34:00,T1-03,353
QR007,Qatar Airways,Doha,Direct,2024-03-22 20:46:00,T1-07,154
EK413,Emirates,Dubai,Direct,2024-03-22 21:10:00,T1-39,367
GA715,Garuda Indonesia,Bali,Direct,2024-03-23 07:31:00,T1-30,266
TR13,Scoot,Singapore,Direct,2024-03-23 07:48:00,T1-14,208
SQ211,Singapore Airlines,Singapore,Direct,2024-03-23 08:00:00,T1-17,284
TG476,Thai Airways,Bangkok,Direct,2024-03-23 09:03:00,T1-16,167
PR211,Philippine Airlines,Manila,Direct,2024-03-23 09:28:00,T1-33,269
OZ602,Asiana Airlines,Seoul,Direct,2024-03-23 09:48:00,T1-29,201
JL771,Japan Airlines,Tokyo,Direct,2024-03-23 09:59:00,T1-06,233
CA781,Air China,Beijing,Direct,2024-03-23 10:05:00,T1-20,238
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-23 10:33:00,T1-04,183
NH880,ANA,Tokyo,Direct,2024-03-23 11:18:00,T1-33,372
KE601,Korean Air,Seoul,Direct,2024-03-23 11:25:00,T1-27,204
QF7,Qantas,Los Angeles,Direct,2024-03-23 11:58:00,T1-44,278
SQ213,Singapore Airlines,Singapore,Direct,2024-03-23 13:31:00,T1-25,256
QF1,Qantas,Singapore,Direct,2024-03-23 16:30:00,T1-55,215
UA839,United Airlines,Los Angeles,Direct,2024-03-23 21:02:00,T1-51,232
EK413,Emirates,Dubai,Direct,2024-03-23 21:07:00,T1-35,236
GA715,Garuda Indonesia,Bali,Direct,2024-03-24 07:30:00,T1-35,202
SQ211,Singapore Airlines,Singapore,Direct,2024-03-24 08:00:00,T1-42,165
5J32,Cebu Pacific,Manila,Direct,2024-03-24 08:05:00,T1-21,320
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-24 08:41:00,T1-25,305
TG476,Thai Airways,Bangkok,Direct,2024-03-24 09:04:00,T1-19,291
MU502,China Eastern,Shanghai,Direct,2024-03-24 09:11:00,T1-44,271
PR211,Philippine Airlines,Manila,Direct,2024-03-24 09:33:00,T1-10,161
JL771,Japan Airlines,Tokyo,Direct,2024-03-24 09:55:00,T1-21,156
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-24 10:35:00,T1-53,383
NH880,ANA,Tokyo,Direct,2024-03-24 11:15:00,T1-23,314
KE601,Korean Air,Seoul,Direct,2024-03-24 11:35:00,T1-06,192
QF7,Qantas,Los Angeles,Direct,2024-03-24 11:52:00,T1-02,389
SQ213,Singapore Airlines,Singapore,Direct,2024-03-24 13:33:00,T1-13,195
CX103,Cathay Pacific,Hong Kong,Direct,2024-03-24 15:41:00,T1-08,357
QF1,Qantas,Singapore,Direct,2024-03-24 16:29:00,T1-35,358
QR007,Qatar Airways,Doha,Direct,2024-03-24 20:46:00,T1-36,265
UA839,United Airlines,Los Angeles,Direct,2024-03-24 20:55:00,T1-25,279
EK413,Emirates,Dubai,Direct,2024-03-24 21:14:00,T1-36,302
GA715,Garuda Indonesia,Bali,Direct,2024-03-25 07:26:00,T1-53,371
SQ211,Singapore Airlines,Singapore,Direct,2024-03-25 08:01:00,T1-28,313
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-25 08:40:00,T1-08,299
TG476,Thai Airways,Bangkok,Direct,2024-03-25 08:59:00,T1-14,391
MU502,China Eastern,Shanghai,Direct,2024-03-25 09:17:00,T1-21,316
PR211,Philippine Airlines,Manila,Direct,2024-03-25 09:28:00,T1-17,301
OZ602,Asiana Airlines,Seoul,Direct,2024-03-25 09:43:00,T1-02,336
JL771,Japan Airlines,Tokyo,Direct,2024-03-25 09:57:00,T1-53,321
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-25 10:34:00,T1-24,164
KE601,Korean Air,Seoul,Direct,2024-03-25 11:25:00,T1-22,368
QF7,Qantas,Los Angeles,Direct,2024-03-25 11:55:00,T1-21,198
SQ213,Singapore Airlines,Singapore,Direct,2024-03-25 13:27:00,T1-14,349
CX103,Cathay Pacific,Hong Kong,Direct,2024-03-25 15:43:00,T1-45,221
QF1,Qantas,Singapore,Direct,2024-03-25 16:32:00,T1-02,170
QR007,Qatar Airways,Doha,Direct,2024-03-25 20:41:00,T1-38,327
EK413,Emirates,Dubai,Direct,2024-03-25 21:10:00,T1-21,197
GA715,Garuda Indonesia,Bali,Direct,2024-03-26 07:25:00,T1-34,300
TR13,Scoot,Singapore,Direct,2024-03-26 07:40:00,T1-15,332
5J32,Cebu Pacific,Manila,Direct,2024-03-26 07:57:00,T1-27,390
SQ211,Singapore Airlines,Singapore,Direct,2024-03-26 07:58:00,T1-07,378
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-26 08:46:00,T1-49,241
MU502,China Eastern,Shanghai,Direct,2024-03-26 09:14:00,T1-24,356
JL771,Japan Airlines,Tokyo,Direct,2024-03-26 09:58:00,T1-49,397
CA781,Air China,Beijing,Direct,2024-03-26 09:59:00,T1-45,333
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-26 10:31:00,T1-20,282
NH880,ANA,Tokyo,Direct,2024-03-26 11:17:00,T1-48,156
KE601,Korean Air,Seoul,Direct,2024-03-26 11:26:00,T1-43,195
QF7,Qantas,Los Angeles,Direct,2024-03-26 11:56:00,T1-08,277
QF1,Qantas,Singapore,Direct,2024-03-26 16:26:00,T1-01,241
UA839,United Airlines,Los Angeles,Direct,2024-03-26 21:02:00,T1-09,357
EK413,Emirates,Dubai,Direct,2024-03-26 21:06:00,T1-11,277
GA715,Garuda Indonesia,Bali,Direct,2024-03-27 07:32:00,T1-54,365
SQ211,Singapore Airlines,Singapore,Direct,2024-03-27 08:01:00,T1-41,243
TG476,Thai Airways,Bangkok,Direct,2024-03-27 08:58:00,T1-51,400
PR211,Philippine Airlines,Manila,Direct,2024-03-27 09:29:00,T1-43,331
OZ602,Asiana Airlines,Seoul,Direct,2024-03-27 09:49:00,T1-50,389
JL771,Japan Airlines,Tokyo,Direct,2024-03-27 10:04:00,T1-53,220
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-27 10:30:00,T1-11,334
KE601,Korean Air,Seoul,Direct,2024-03-27 11:33:00,T1-12,390
QF7,Qantas,Los Angeles,Direct,2024-03-27 11:52:00,T1-43,337
SQ213,Singapore Airlines,Singapore,Direct,2024-03-27 13:25:00,T1-02,350
CX103,Cathay Pacific,Hong Kong,Direct,2024-03-27 15:48:00,T1-52,199
QF1,Qantas,Singapore,Direct,2024-03-27 16:30:00,T1-15,260
QR007,Qatar Airways,Doha,Direct,2024-03-27 20:45:00,T1-48,394
EK413,Emirates,Dubai,Direct,2024-03-27 21:11:00,T1-09,241
GA715,Garuda Indonesia,Bali,Direct,2024-03-28 07:28:00,T1-05,312
TR13,Scoot,Singapore,Direct,2024-03-28 07:48:00,T1-10,225
SQ211,Singapore Airlines,Singapore,Direct,2024-03-28 07:59:00,T1-31,373
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-28 08:46:00,T1-16,220
TG476,Thai Airways,Bangkok,Direct,2024-03-28 09:01:00,T1-29,220
MU502,China Eastern,Shanghai,Direct,2024-03-28 09:18:00,T1-36,235
CA781,Air China,Beijing,Direct,2024-03-28 09:58:00,T1-19,331
JL771,Japan Airlines,Tokyo,Direct,2024-03-28 09:59:00,T1-33,329
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-28 10:30:00,T1-38,201
NH880,ANA,Tokyo,Direct,2024-03-28 11:11:00,T1-36,189
KE601,Korean Air,Seoul,Direct,2024-03-28 11:27:00,T1-09,367
QF7,Qantas,Los Angeles,Direct,2024-03-28 11:52:00,T1-24,299
SQ213,Singapore Airlines,Singapore,Direct,2024-03-28 13:35:00,T1-47,266
QF1,Qantas,Singapore,Direct,2024-03-28 16:27:00,T1-15,248
UA839,United Airlines,Los Angeles,Direct,2024-03-28 21:03:00,T1-47,202
EK413,Emirates,Dubai,Direct,2024-03-28 21:14:00,T1-34,315
GA715,Garuda Indonesia,Bali,Direct,2024-03-29 07:26:00,T1-24,351
5J32,Cebu Pacific,Manila,Direct,2024-03-29 07:55:00,T1-14,355
SQ211,Singapore Airlines,Singapore,Direct,2024-03-29 08:05:00,T1-19,155
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-03-29 08:46:00,T1-42,267
MU502,China Eastern,Shanghai,Direct,2024-03-29 09:20:00,T1-24,264
PR211,Philippine Airlines,Manila,Direct,2024-03-29 09:30:00,T1-02,234
OZ602,Asiana Airlines,Seoul,Direct,2024-03-29 09:45:00,T1-28,378
JL771,Japan Airlines,Tokyo,Direct,2024-03-29 09:55:00,T1-19,266
CX101,Cathay Pacific,Hong Kong,Direct,2024-03-29 10:30:00,T1-13,231
KE601,Korean Air,Seoul,Direct,2024-03-29 11:35:00,T1-12,309
QF7,Qantas,Los Angeles,Direct,2024-03-29 11:55:00,T1-04,252
CX103,Cathay Pacific,Hong Kong,Direct,2024-03-29 15:41:00,T1-12,200
QF1,Qantas,Singapore,Direct,2024-03-29 16:33:00,T1-25,259
QR007,Qatar Airways,Doha,Direct,2024-03-29 20:43:00,T1-48,310
EK413,Emirates,Dubai,Direct,2024-03-29 21:10:00,T1-07,159
